"","DW_20180105_013","DW_20180105_037","DW_20180105_061","DW_20180105_097","DW_20180105_121","DW_20180105_019","DW_20180105_043","DW_20180105_067","DW_20180105_103","DW_20180105_127"
"Label","N2","N2","N2","N2","N2","swip10","swip10","swip10","swip10","swip10"
"209.190061649952/19.4188319787825","122718.8333","215123.5","2183929.667","122718.8333","2894147.333","175570.5","275524.5","5207526","202252","229432"
"209.583583933207/106.655680386312","8431812.667","11032736","1012929","13394063.33","17009246.67","2053504.667","122718.8333","1904244.667","943817.6667","122718.8333"
"210.011772032782/49.1858148833228","2850858.667","1939719.667","4606820","2873358","4420609.667","1937008.667","1714711.333","2397368.667","4623850.333","3057813.333"
"210.045238963255/118.006548491074","726054","450800.6667","14739256.33","610688.6667","691395.3333","495071","3909313.333","2340853.667","6011643.333","4273630"
"210.999420879606/147.449874315113","2666698","4042550.667","6210915","4999764","5980131","3095447","4662216.333","3779560","4575290","5639025"
"211.008431034069/114.253310561474","122718.8333","1553811","5808257","122718.8333","122718.8333","661281.6667","5891638","1995228.667","3157184.333","5704643.333"
"211.958810721542/135.931382496348","1466192","1877940.333","2284636","1629006.333","1409804.667","2226235.333","122718.8333","122718.8333","122718.8333","122718.8333"
"211.994131192168/130.236920008798","1777996","713044.6667","122718.8333","1435936.333","1310374.333","2464257.5","122718.8333","122718.8333","122718.8333","3797053.5"
"212.007103853369/116.96103619948","122718.8333","122718.8333","2314256.667","255536","2694125.5","122718.8333","1459702","122718.8333","1449448","3267246"
"212.133736197449/82.1813858564853","122718.8333","122718.8333","608310","547756.3333","122718.8333","3004342","2584958.5","3079837.5","7074440.667","9133396"
"212.149316712035/28.2339986221197","14176252.33","8567113.667","8397273","6774198.667","6632918.333","7663471","10956638.33","7377345","9160246.333","6842056.667"
"213.987624650424/103.814511052162","3886304.333","4376138.667","2489622.667","4285856.333","3889799","4072159","10151576.33","2296252.333","2499948.667","4606987.667"
"214.025615475267/149.660637257996","3630290","2242283.667","28476745.33","2978543.333","2788630.667","1430761","9085792.667","9815100.667","10061465.67","5733844.667"
"214.051224917587/240.085038624755","7485125.667","4152596.667","39454847","7072201","7064119.667","1266799.333","6851230.333","3707868.667","6860206.667","10269519.67"
"214.060888388676/237.867080997349","4749678.333","3287113.333","8663672.667","4442313.667","4477628.333","2426568.667","6559160.333","4742446","5138680.333","6614703.667"
"214.461506357048/136.249282228992","5781888.667","8978241.333","6945128.667","7087594.333","7692969.667","3948849.667","3146674","3029333","3435665","2939006"
"214.552930697966/252.908690813965","163411125","132511173.3","549068785.3","122114313.3","140191260.7","69599093","131192468","217943376","338864587","308485678.7"
"214.96303710611/134.018760970603","1331748","2233065.333","122718.8333","866410","1267154","3264470.667","20803005","122718.8333","122718.8333","122718.8333"
"215.014496773514/121.936844544428","26302516","1740819.5","68525381.67","1524540.667","122718.8333","5356402.667","55641380.33","33149854","37137147","61783278"
"215.01449804402/288.406619328913","1596063.667","147055","1592714","197662","122718.8333","395457.6667","1617337.667","1955697.667","1841082.667","2450973.333"
"215.054532795521/234.799062412325","10111867.33","12253530.33","89355270.33","14080675.33","13515925.33","7643752.667","52310027","17857529.33","38826123.33","37241603.33"
"215.433241190382/136.62461418773","122718.8333","122718.8333","2188304","122718.8333","122718.8333","122718.8333","2020343","3124642.333","3423721.333","1627943"
"215.516209725506/140.776763400822","2471167","122718.8333","6134474","122718.8333","122718.8333","7274494.5","4000288","2504375.667","2677947.333","4286878.667"
"215.550894391112/244.226440382005","4323811.333","8520989.333","50182537.33","9618231.333","8949081","3235663.333","19875966","8777284.667","15292239","34836949"
"215.555349314224/242.69360345969","1627223.667","888951","6330428.667","943178.3333","1687072.333","911984.3333","2587732.5","2960309","1319280.333","4117865.667"
"216.063119210064/103.034707015673","80113003","79237179.33","292557016.3","78488911.33","86868242","53847582.67","107872358","92489738","114407804.7","142045852.3"
"216.123156839262/228.753151855445","3710731.333","6014895.333","3316390","3456210","4245498.333","4182092","2478526.333","885727.3333","796348.6667","1490584"
"216.439985825335/139.712245145721","2534554.667","1904597","122718.8333","122718.8333","2313705.333","2403670.5","122718.8333","2934622.667","122718.8333","1970771"
"217.066624579749/103.140932905195","4145542.667","3969506.667","15512834.33","3895053.333","4267211.333","2767016","5873916","4689935.333","5937786","7573528.333"
"217.075386342193/146.019909759366","989596.6667","2162224.5","122718.8333","1531449","2637440.667","122718.8333","122718.8333","122718.8333","122718.8333","2595728"
"217.081968782242/105.72451081171","4650117.333","4927620.667","12390316","2989925.667","3871236","3854604.667","9345929","10136819.67","15060154.67","8796348"
"217.104575099401/242.8923872457","20324136.67","2772875","10224655","16347574.67","11760854.67","15590892","11186170.67","18772044.67","29865802.33","17927294"
"217.154726786927/39.5248372699743","11675162.67","3646502","18106746.67","8001009","7675050.667","6542832.667","3249296.333","7235029.667","6458016.333","6941294.667"
"217.444446609525/138.889351039354","39996531.67","60246961.33","42005126.33","50400270.67","54040841","36534385","32292954.33","27632732.33","27226241","26942503.33"
"217.572299104861/107.721072277135","1587497","2087534.667","122718.8333","2603639.333","3002879.667","1276652","122718.8333","736323","122718.8333","122718.8333"
"218.096435848196/138.155152024243","122718.8333","122718.8333","2522901.333","2250712","1825566","122718.8333","5234172.5","2324448.333","2399463","2470293"
"218.10805490731/55.3265152657758","2148795","320365","1021974","194883.3333","362115.6667","307359.6667","4067705","920802.3333","1052627.667","2301543"
"218.138760918202/40.5965305394033","7690277.333","6566460","8687068.667","6445447.667","8763805.333","7943563","4750038","4574582","4864055.667","5673808.667"
"218.923981736681/106.312635576575","5627226","8268534","6387477.667","7167615.5","7460367.333","6585314.333","9020632","5256948.333","8015764","5626418.333"
"219.648218386198/28.2975360775066","11959612.33","11108935.67","12400248.67","12436045.67","11324992.33","790501.6667","15936424.33","12437061.67","13307514.33","17516508.33"
"219.853669350358/143.577916408458","122718.8333","4035350","122718.8333","985013.3333","2152524.333","122718.8333","11292518.67","1421933","2131083","122718.8333"
"219.877441149405/138.355726600766","122718.8333","122718.8333","3051089.333","2930400.667","1330956.333","122718.8333","3287223.5","2385788.5","1892181","2424729.333"
"220.069262672227/76.0070403788807","21326065.33","20665134","49214315.67","22696124.67","28094911","10174997","22096349.67","15786143","18021328.67","26112194.33"
"220.118013831075/29.7570086923611","5519461","4980385.667","13847989.67","5058043","6641347","3877449.333","8087544.333","5023686","5854903.667","7651197"
"220.127577210745/24.9363394242471","2120934.667","3553902","122718.8333","208883","122718.8333","3656832.5","5430185","122718.8333","122718.8333","122718.8333"
"220.149944061344/30.2600821760739","4240473.667","2568184.333","1674042.5","4803584.333","2318605","122718.8333","4758587","3446632.333","3652814.333","3613206.667"
"220.883636104071/136.788470430425","12436358.67","16921802.67","14036168.33","14884909.67","14788215.33","8531851","10693068.67","9191884.333","8948300.333","9884859.333"
"221.034072040112/61.0161920905003","12944594.33","10587529","11854586.67","14290883.67","18296844.67","3404685.667","4788061.333","5335943","5536593.333","8262378"
"221.169853378743/39.3698642829636","665836","582879.3333","6428126.667","709317","753082","2359857.5","9487980.667","122718.8333","3618517.667","4053213.333"
"221.980251623542/133.489543335283","2633816","2751221.333","5005957.667","2710177.333","2575705","2953724","122718.8333","4055159","8238034.5","6351476.667"
"222.453531642047/116.025260136529","781582.5","122718.8333","2330917.667","122718.8333","122718.8333","122718.8333","122718.8333","1322005.667","3823479","2769417.667"
"222.662592657447/80.9569573427662","2209221","475499","2569213.667","420302.5","2137490","501781","1058745.333","848900.6667","1040148.5","1605776.333"
"222.952148336135/116.500729444494","122718.8333","122718.8333","1583266.667","122718.8333","122718.8333","122718.8333","3501034.333","4201307","122718.8333","2503979.333"
"223.030771174295/148.616308479181","3102664","1932042","22451227","2976144.667","2363276","1030123.667","6389945.333","7654329.667","6871591.667","4646812.333"
"223.074627652395/175.409383149045","236883171.3","231103068.7","1029529746","245627824.7","263886824","166543641.7","567625939","356816256.3","445324726.3","616148788"
"223.857662411161/54.2575236134079","525116","2929135.333","1412909","1425910.667","696443.6667","1738293.667","4153249","1862025.333","7839212","1013533.333"
"223.988497636014/185.271522530555","6068153.333","9350563.333","1593314","6643118","2849121.667","11058459.33","2999281","3599642","4487265.333","4862438.667"
"223.988780125653/137.585346213553","7597810.667","4873986.333","1937070.667","4439567","2758641","8537428.333","2678454","1827209.333","1140718","2173009.333"
"224.043400093974/61.5415072454589","102386537.3","87162665.33","152503170.3","104286216","139780238.7","58635611","87617759.67","85332219.67","102001477.7","114743603"
"224.078054592791/188.644408836998","19013161.33","18787252.33","76411713.33","19808566","22111360","13187391.67","43055461.33","28236555.67","36397712","49949982.67"
"224.966481157803/138.100357853391","122718.8333","1927290.5","1825802","2188812.5","122718.8333","1509461.5","122718.8333","1574744.5","122718.8333","2207910.667"
"225.015771325792/261.754588133729","2093596","3150428.5","20822843","3607439","2493680.667","1104153.5","7150269","5658689","6322981","12294774.33"
"225.046658971679/64.5342447463421","1387832586","1208743391","2098395801","1492380895","1963558586","801994905.7","1262051888","1208050016","1343023774","1489306115"
"225.069044206829/60.4852536934775","1291877814","586196515.5","122718.8333","1431272090","930824091.5","1780977.5","817652729.7","1119546315","2845631","4422977"
"225.070553716907/174.492415409037","10334058.33","10777488","47187307.67","11184690.33","12084932","7360748.667","25569655.33","15763389","21366016.33","29023215.33"
"226.180191814202/24.3850173515607","8031538.333","49154384.33","87967978","8856123.667","150690718.3","4731449.333","32287852.67","49607898.67","22917966","51735670.67"
"226.449736015768/136.418408046841","8508583","15438433","8877720.667","11045488.33","11022980","8244027.667","7403931","5643755","5512300.333","6370336.667"
"226.861812570693/56.9841536390052","2403699.5","2960913","3937620","2467657.333","2683152","4570138.5","15692925.67","4137496","4440857","7650629"
"226.974206448754/138.656956995624","3440875","122718.8333","122718.8333","3594128","3332641.5","3494605.5","122718.8333","122718.8333","122718.8333","122718.8333"
"227.015569072148/121.750478798537","2021482.5","122718.8333","2872052.5","884021.3333","122718.8333","1654146.333","2960511.5","2215094","2175738.667","5367446"
"227.040805485041/59.8967418785667","12924711.67","12460933.33","14069595.67","15247987","16043065","9790836","18907175","16492296.67","13883673","6267140"
"227.044833180844/64.7200311311811","98119740","83635645","150854226","100863732","135686856.7","55969785","85934965.67","82644986","96388526","108929086.3"
"227.05085026135/61.3900679109382","17531083","13555188","22988313.33","16447421","23394634","9316559.333","13455344.33","12848876.67","15478474","16298825.67"
"227.127718366393/35.4865051614688","165991748","173447962.7","124250483","153163722","137500412.3","175951176.7","143480631.3","176502042.7","165019653.3","142668070.7"
"227.183475928403/26.4756066603762","122718.8333","4922314.333","8180673","123542.6667","18388427","122718.8333","3899712.667","5327453","1233790.333","5689833"
"227.893767805177/67.9200070235032","122718.8333","122718.8333","3660686.667","3144526.667","1538258.333","122718.8333","122718.8333","3068257.333","3889851.5","3224502.333"
"228.021855202274/69.3798819536578","8728283","9262598.667","28374293","8946910.333","10808477.67","3340602","7385752.333","6333371.333","7830540.333","5511617.333"
"228.131197694571/28.2794220755661","18246249","18841570","12490684.67","16538762.33","16249737.33","19538266","17523870","18018502.33","16708023.67","15019884.33"
"228.195888986314/24.6786840047733","7704217.333","46747238.33","143431294","7974192.333","124034909.7","1560472.333","24055949.67","34233704.67","15184452","37665659.67"
"228.942626363777/137.945774749739","3342407.333","3797798.667","5822670","3478927.333","3602630","4628389.333","5843810.333","4575169.333","5037247.667","5713085.333"
"229.199251969544/27.7349655170742","122718.8333","4869613.333","16947778.33","269930.5","14947093.67","122718.8333","3097821","5452004.667","811015.3333","3291400"
"231.170359577191/36.2751749917069","58591840.33","21110545.33","77310275.67","38350951.33","36487879.67","42127925","15612533.67","34809848.67","32222931.67","34152441"
"232.016921190275/72.1583115446801","1946033.333","1866829.667","3617228.667","2754216.667","2971469","812424.3333","872348","1057002.667","1396382","666747.5"
"232.172678664729/109.79864091653","6961907.667","7194457.333","8391058","6307377.667","6380328.333","2329023.667","13827541.67","10604493.33","11911360","12809933"
"232.173566182019/34.3701468925432","7094653.333","2718943.333","10167531","4476365.667","4576520","3990213.333","3115169.333","5063830","6093324.667","4486515"
"232.854710824745/62.8164201110584","122718.8333","122718.8333","9395876.333","122718.8333","122718.8333","122718.8333","20615641.67","5257842","13769512.33","24139721.33"
"233.129683917158/29.6897013086813","122718.8333","2692825.333","879544.6667","625642","5139264","6824460.667","4029890.5","4005701.667","2829445","2223539.5"
"233.149647330936/53.1614732453678","13089211","3913058.333","22071205.33","9704342","9784367.333","8010219.667","8188656.333","7737802.667","7496060","8237014"
"233.190047192376/26.9483099640877","4437151","6321781.333","1911705.667","3826176.333","3924711.333","5825673","4709609","5768899","4718868","3284527.333"
"234.108489170861/81.6891583141413","3335228.667","2529997","3579583","3550304","3393101.333","813487.6667","833274","1279073.667","1250615.333","986292"
"234.538805768316/172.573505326164","8194680","5752139.667","52817790","6022962","6122499","2624223","16899474.67","18873835","19332975.67","10738500"
"234.851782447911/62.7242827689186","122718.8333","122718.8333","3259541.667","122718.8333","122718.8333","122718.8333","6776625.667","1832022.333","5439234.667","9436767.667"
"234.907913458468/117.151061471123","70848966.33","65712935.67","250742058","9849285.667","10106989","8083922.333","355830832","106883485","196757814.3","5466325"
"234.956617738068/201.960482098493","1675880","3993316","6390466.667","3868179","5068002.333","66977507.33","428364.5","2701895.333","2418616.667","3516054.333"
"234.962967301778/47.4516284034809","37934958.67","45376078.33","57847380.67","46288997.67","43769209","20451997.33","34399224","23534615","27938687.33","29993390"
"235.026396030499/104.236267229324","3271941","122718.8333","2204667.5","122718.8333","122718.8333","1283906","3574522.5","2442365","2086291","1072843"
"235.092459002503/271.112113863493","1009309697","32077262","554498834.7","136862049.3","44330878","234855837","223089574.3","529005986","486312071.7","544105556.3"
"235.092485749223/135.824454218535","805244284","79533869","1277451063","106692195.7","34625068.67","403414238.3","1566302711","949538587.3","994093875","1158448405"
"236.089601782433/110.64111095774","3195340","346850.5","5675203.333","678841","122718.8333","1924719","7732961.333","5538607.333","5932636","8007819.667"
"236.095818889654/275.643467095335","72327457.33","6485209.333","48902050.67","7434518.333","2426277.667","19300066.33","25097077","46424700.33","40189111.33","33004295.33"
"236.095843035876/142.965473699464","68567675.33","16585594.67","113583001","19471703.67","6186932.333","42339154.67","120266958.7","78904580","107415412.7","139023244.3"
"236.961156082935/48.3804540610849","5303509.333","6541687.667","7991769.333","5988746.333","5881852.667","2633968.333","5139467.333","2996746.333","4065370.667","4301334"
"236.994516048944/142.898135377354","69986365.33","69395580.33","68938501.33","60461312.67","62026474.33","64976831","89752685","48180742","31821955.33","86484903.67"
"237.096584591497/144.732044971373","9105810","1179649.5","12501781","685002.6667","122718.8333","3627588.667","14163817","9458810.333","12759586.33","9037825.667"
"237.096588827979/278.206092064811","3087506.667","122718.8333","2865479","555034.6667","122718.8333","2255537","2571246.333","3846556.667","3562347.333","2234770.667"
"237.957683771106/156.083441392189","6275221.333","9081436","5278171","6452824.667","7303128.667","5237142","4587636","4029872.667","3627793.667","3677092.333"
"237.990036146919/190.095937149397","10179020","7666529","5912110.333","6366217.333","5336014.333","9448139.5","6223627.333","4923884.667","4313987.667","4494151.667"
"238.045084320887/115.528228048278","1614387","1851505","7591398","1634225.333","1700651","1730593","5607497","2615609.667","3733749","6316361"
"238.058678062183/108.16487242739","12405352","13143675.33","1545472","16178779.33","21224746.67","4035885","4570666.5","1979714","982005.6667","2289426.5"
"238.938432332821/109.988528726369","3255788.667","3806054.333","8974256.667","3620884","3134508.333","5228249.333","219919587.3","8095612.333","9562952.333","11286649"
"239.148799901837/191.927211348346","20462141.67","14239180","24710459","21999477.33","22739949","21825445","19435891.67","20196966.67","26481707","23627218.5"
"239.148871408715/34.8433458062645","153429480.3","31098865","20684417","21346150","13652424","20028000","38096759.67","20450038.33","22741664.67","19143549.67"
"239.148939645673/237.632189105673","17970211","14189194","17690967","14335526.5","14484112","24298034.33","19112071.67","13690558.67","26611217.67","30037725"
"240.161345794369/28.5411051489279","11734529.33","9789204","12431058.67","12444834.33","11030622.33","373240","16800874","13345318","13117787.33","16216999"
"240.161433575579/196.530860995306","6499458","408292.5","5003445.333","5214364.5","1199909.667","789488.3333","8354039.667","3717121.333","8279707.667","7461763.667"
"240.161445403195/143.614768303716","8609945.333","9386042.333","6917232.667","8314905.333","8688620.333","4326234","7092542","8878071.667","9305927","7904597"
"240.663085376621/28.3064718606585","1229618","2953251.333","1172755.333","1414971","2264112","38402.33333","2254931","4762139.333","5519672.667","3384725.333"
"240.856005687356/81.9362978839096","122718.8333","122718.8333","2392576.5","122718.8333","122718.8333","122718.8333","9744765","122718.8333","2515376","3385688.5"
"240.866128835259/47.915737306396","1075683.667","2184082","122718.8333","326780.5","925279","5131398.667","3531096.5","122718.8333","122718.8333","973915"
"241.154660524542/51.5742544464992","9054489.333","9422098.333","11680560.33","9722376.333","12248224","4146462","3856873.667","5133881.333","5271546.667","5884253"
"241.397020684541/134.803972871498","3901643","1278109.333","122718.8333","2106735.333","1319713.333","122718.8333","122718.8333","4438538.5","4022381.5","122718.8333"
"241.998016039484/48.2658972019942","29162411.67","25288546.33","40299764.67","32096160","38566663.67","13642790","18364818","19657364.33","21479033.67","21623119"
"242.034425032236/195.393346308297","24178437.33","13048954.67","66766907.67","24939873.33","31107761.67","11260789","27616490.33","27226581","35211554","53600454.67"
"242.0511078142/69.3372982103154","14106831.33","14018040","37846789","15965880.67","18415180.33","10341272.67","13818757.33","15814100.33","16395512.33","16148447.33"
"242.994597323377/68.8344365377816","3640618","122718.8333","2258942","122718.8333","122718.8333","122718.8333","1076437","2944544","751108","122718.8333"
"243.026449024714/234.641733802787","964777.3333","2539151.667","41634565.33","4832647.333","2317140","1736491.5","13436033.33","10366232","12291494.33","19567780"
"243.825957622092/52.9625549527252","919515.6667","2693170.667","122718.8333","770015","3889912.5","1458854.333","655978.5","1327128.333","3456520.5","122718.8333"
"243.996084863114/56.4389626762955","4235566.667","3595479","7743642","5203384.333","5272785","1677427","2870224","2430433.333","3502691","4620426.333"
"244.023797305882/119.357385756389","122718.8333","122718.8333","4970159.333","2025735.5","1309857.667","122718.8333","8017553.667","563275.6667","2972956","17502301.33"
"244.190717485986/24.6310724875779","4869670.333","23388468.33","56148886.67","3075227.333","73799989.67","737851","14674154","21023183","11248703.67","21551867.67"
"245.056703810937/178.859873158827","3713828.333","5016652.333","5483809","5257778","5881308","1976143","3293556","2765863.667","2941451.333","3624043.667"
"245.060864202789/289.59925486646","2289103.667","3341501.333","13406930.33","3095793.667","3246685.333","2111319.667","9439215","5401115","8867227.667","11251712.33"
"245.185932503132/34.6913757607102","43014011.33","17683375","45467683.67","26772664","23829520","35549223","10416002","25911964.33","20703813.67","23717164.33"
"245.909823051788/142.469156965422","122718.8333","122718.8333","122718.8333","122718.8333","2090532.5","1121131.5","122718.8333","1593968.333","1529610.667","3089547"
"245.91531830596/132.989202521125","122718.8333","122718.8333","2943835.667","122718.8333","1430267","122718.8333","2333123.667","2527320","2459723","2206772.667"
"245.919622857218/138.019051472268","25008590","37291943.67","31914072.33","30564747.67","32269600.33","27062310.67","32002897.33","20934785.33","22295036.33","23279436"
"245.926902718063/66.9108292510162","122718.8333","122718.8333","1360723","122718.8333","3373700","122718.8333","122718.8333","5846841","14708470.67","2088506.667"
"246.047522343907/105.603339419859","1736778","2255565.667","1783797.5","2644530.333","3251473.667","122718.8333","122718.8333","122718.8333","795472.5","1179430"
"246.144876633479/56.7100819897892","2932135.667","918453.6667","7380091.333","2636196.333","2733165.333","683954","937247","2241364.333","2409551.333","1815764.667"
"246.170081797089/29.6761850753275","8617947.333","8999244.333","13427738.33","8014846.667","11904733.67","5975986.667","4165255.667","3788810.333","3317216","3201242.667"
"247.092389806999/251.453433677104","5544121.333","6815886","18456396.5","3678673","2460506.333","14039629","15984112.67","23729791","16873449","18410463.67"
"247.154110650999/28.1555859375408","4744164","1636419","21973781.33","5943539.667","21932931.5","2747476","122718.8333","6408875.5","7926548","15038026.33"
"247.455121327989/138.249638892856","122718.8333","122718.8333","5188870","122718.8333","122718.8333","122718.8333","4976827.333","4931339.333","5250232.333","4682713"
"248.828556855304/63.5826788693648","122718.8333","122718.8333","16815749.33","1467973.5","533456","122718.8333","17786964.67","10912626.33","20771118.67","15434676.33"
"249.108056442928/83.6816968067939","2552800.333","888800","6190979.333","858367.3333","306780.6667","1642580.667","4175671.667","3072975.333","3932590.667","8703531"
"250.076870658724/65.6856733158578","2246957.667","3773870.667","7880191.333","3320735","4262834.333","750461.6667","2069840","2902133.667","2060030","5827145.667"
"250.428614009361/116.051066863329","122718.8333","122718.8333","3463612.5","122718.8333","122718.8333","122718.8333","2878073.5","1359136","2574347","6640105"
"250.825983529922/63.5344566571712","122718.8333","122718.8333","7328184","122718.8333","122718.8333","122718.8333","7681683.667","5264486","9372716.333","6758236"
"250.880468997871/46.8688959696707","122718.8333","122718.8333","11545836","122718.8333","232671.5","5775336.333","15611454.33","14452968.33","14372205","122718.8333"
"250.929735996356/126.476019450446","122718.8333","122718.8333","6674356.667","122718.8333","122718.8333","122718.8333","5552428","5592351","6065885","122718.8333"
"250.960464103792/101.096094531695","1453984.5","2303602","122718.8333","3856938","2119198.333","4220471.5","122718.8333","4199915.333","3498570.667","122718.8333"
"251.016240008994/116.405301106572","4629078.5","4390307","2564486.667","1159029","2277153.667","917606.3333","17335138.67","1650534.667","2568614","2701060.333"
"251.160808002593/80.06327102257","311909","256942.6667","1056830.333","349499","5025455.5","4759888.5","3621884","349211.5","367265.6667","357665.6667"
"251.173464117299/81.7350705977098","2244794","536584","1603202","338338","3454096","2069072.667","455673","475774.3333","736658.3333","1236493.333"
"252.918442559104/157.446732139453","6328675","29117073.33","86223544","32940489","7914985.667","38628813","121027843.7","6495281.667","78945063.67","44929081.67"
"252.9881161174/62.8611721505181","1357178.333","5470303.667","2038693","2438458.667","3609220","724639.6667","3624155.333","1495543.333","2253355.5","959434.6667"
"254.018762734111/102.530471007392","122718.8333","889355.3333","794318.6667","852754","89409.33333","325177.6667","6915230","2347365","5086949.667","427157"
"254.159892956957/20.2426272686029","3701473","10076229.67","936445.6667","4262908","732128.3333","4620704.333","10759672.33","2976958.333","3233947.667","1488496.333"
"254.501288385257/141.944735418222","4905449.667","122718.8333","12025531.67","122718.8333","122718.8333","1138138.667","6708185.333","4296391.333","4433150.333","6302701"
"254.899446554194/43.1352413685844","247068","644476","17233513","835372.6667","884485","1125487","15739595.67","18175597.33","19544499","15137876.33"
"254.900941391611/97.365478712093","739877.5","1333199","15459008","646151.3333","1689038","3055015.333","9724955","19413902.67","20426494.67","15085717"
"254.924844888595/158.84053875816","11242173","18763671","15411632.67","15087130.67","15984666.33","13140862","11901622.33","10245057.33","10294572","10828348.67"
"255.097623704016/46.993492558546","6233275.333","2456033","8468275","6236432","7946711","2269854.333","377540.6667","2488080.667","1347792.333","2848105"
"255.416844243381/171.927436016865","122718.8333","122718.8333","4913529.333","122718.8333","122718.8333","122718.8333","4656308.667","5365989.333","5619755.333","4436228.667"
"255.978070658626/72.7484873158264","2866034.333","3653407.333","2315088.667","3048932.667","5269134.333","798366.3333","1075567.333","979929","1007304.667","777192"
"256.175467045825/25.3552850810316","131255481.3","30435390.33","20531732.33","21946645.67","15605408.33","19992698","39367228.67","19821512.67","23794672.33","21445873.67"
"256.811255265483/63.9714442602164","4942829.333","7103841","6881024.5","6874194","5357394.5","10844045.5","122718.8333","10354088.5","3423434.5","122718.8333"
"256.85025962654/57.1680695197029","145024250","122718.8333","122718.8333","122718.8333","144162183.7","146830526.3","122718.8333","122718.8333","122718.8333","122718.8333"
"256.940969139459/67.0429708143216","122718.8333","16847727","1588021.333","122718.8333","2782613","7338764.5","1609764","13038723.5","1717057","2848611.333"
"257.074276765827/240.549253893504","13753570","71755.66667","2960234.667","624738","122718.8333","969335","1478819.667","827697","2303564.667","2009062.333"
"257.074444896574/84.606784837135","16138379.33","58882.33333","4881380.667","100889.3333","89422.5","3344417","11878961.67","5637628.667","9564237.333","18595711.33"
"257.148726871491/60.5116418246889","5877302.667","5003889.667","12434433.33","3698811.333","6190791.333","3068737.333","5861799","2830147.667","4531977","3637429.667"
"257.523525753418/157.532012854721","901080.6667","799822.3333","8713170","882197.6667","904867.3333","521857","3635741.333","1592126.333","2566858.667","4738747.667"
"257.994646215024/54.0483715816731","11355241.67","9791413","16522119","12462926.33","14536616","5994819","10009918.33","9202158","9927494.333","10409280"
"258.110161304499/123.810130411723","73589861.67","77506958.33","119876150.3","81991520","91145684","27355973.33","39873887.33","39503084.67","35292051","45204477.67"
"258.990136432305/62.0393023961734","11147762","12124860.33","6470707.667","11163394","12947100.33","5855927.333","122718.8333","5354975","3543490.667","2301442"
"259.113456628885/121.603204825642","6097916","7186398.667","13185920","6866550.667","7428303","1771341","2193937.5","2608240","2188034.333","2617542"
"259.947645151028/121.732883771099","122718.8333","122718.8333","12578021","122718.8333","122718.8333","122718.8333","24492729.33","1911690.333","8737769.333","49699052.33"
"259.991792190467/55.2844989077705","3689577.333","3161467","4834091.667","4210230.333","5019392","1662297","6275406.333","2649673.333","3149809.333","3008852.333"
"260.001305303225/194.159653446544","122718.8333","122718.8333","6907739.667","122718.8333","1056127.667","122718.8333","6324225.667","7484036.667","6470491","4789351.667"
"260.160639343849/49.50189681312","4333179.667","463713.6667","6134398.667","3015786.667","2628967.667","921558.6667","776689","1920143.667","1452988.333","1858300"
"260.196820105933/79.9459954728197","3804366","2894550.667","13046677.33","4712308","3400388","3185480","5788184.667","5097027.333","4803673.333","5217539"
"260.476994635074/116.024841818943","122718.8333","122718.8333","4812213","122718.8333","122718.8333","122718.8333","6264206.5","1755688.5","1167328.5","2727719"
"260.647962417928/112.779779594191","2830704.333","2572562.667","4240905.667","2714460","2507668.333","2126865","152784114.5","4167997","5353100.667","5356953.667"
"261.036872058047/107.169058039431","5019937","6172042","7150154.333","6027043.667","6211320.333","2190336.333","2409531","2038252.667","2639015","2765088"
"261.036889490353/245.939698652378","1630733.667","2221586.667","52073955.33","2856130.667","2213832.667","3631406.667","22647992.67","13814214.67","14341368.67","28639543.33"
"261.597145279209/135.410723501296","122718.8333","2361060.667","122718.8333","1881362.667","1281723","2525896","122718.8333","122718.8333","122718.8333","122718.8333"
"261.623409918059/117.021154893443","122718.8333","122718.8333","5770266.333","122718.8333","122718.8333","7370241.5","3038195","1963737.333","2345873","2336671"
"261.910007900726/136.762819910581","17852544","21650645","22126742","19941725","19774988.67","13130609.33","13804075","12828287.67","12272717.67","13130652.33"
"262.289364176495/116.851928047936","122718.8333","5433742.5","1921638","122718.8333","122718.8333","16756827.5","122718.8333","2940362.667","1712911.667","2101484.667"
"262.88680112263/134.269503384887","2038284.5","3036182.667","1581201","1151290","2737896.333","1192353","122718.8333","1913745.5","122718.8333","122718.8333"
"262.974100411447/144.104543414929","122718.8333","122718.8333","122718.8333","1914821","1467663","122718.8333","4153220","122718.8333","122718.8333","4654205.5"
"263.013969176859/174.560934688904","6954498.667","5401397","49808709","6117619.667","5998629.333","2986476.333","17484570","17661548.67","19966884.67","11690982.67"
"263.087289424575/168.919380084299","5142468.667","2469182","11330893","1376557.333","1379508","4021971.333","6331665","5944446.333","8130689.333","4428216"
"263.087304421069/258.434706442708","4040763.667","818390.3333","6225746.667","1134736.667","708680.3333","3401876.667","5831873.333","5194145.667","3044978","5902032.333"
"263.08731122581/117.321408861101","2497334.667","1689339.333","6226574.667","1360003.667","1128795.667","3586116","6096365.333","4016159.667","4845754.667","4675759"
"263.142374233831/37.5537843819242","5265658.333","2867454.667","5378199","2537593","2998243.333","5245177.667","827757","3334793.667","1797303.667","2034262.333"
"263.515534444803/152.174742599883","584224","122718.8333","5409365","937817.6667","668739","4144584.5","3400344.5","2222988.667","3179374.5","2484138.5"
