"","DW_20180105_013","DW_20180105_037","DW_20180105_061","DW_20180105_097","DW_20180105_121","DW_20180105_019","DW_20180105_043","DW_20180105_067","DW_20180105_103","DW_20180105_127"
"Label","N2","N2","N2","N2","N2","swip10","swip10","swip10","swip10","swip10"
"85.0284347779035/229.219868755835","944217.3333","736911.3333","426748.6667","914812.3333","692965","761447.6667","390453","1115726.667","817556","245437.6667"
"85.0284534305818/43.5800092846697","278071.3333","987560","891659","398108.6667","326120.3333","90976.33333","122718.8333","564936.6667","173674","269459"
"85.0841255529866/91.3379769479406","810518.3333","842697.6667","3666096.333","1122958.667","1275770","599429","122718.8333","1084342.667","1230030.5","2146915"
"85.1332167132269/68.2956725126046","1370290","1699695.667","122718.8333","2335719.333","1609460","2412399","122718.8333","1836864.333","1644449","122718.8333"
"85.8961301096265/143.215208012","1576458.667","2872900.333","1406821.333","611737","908680","1230675.667","122718.8333","2273589","2291196.333","2206842.333"
"85.9630568305443/278.111636842328","565856.6667","539123.3333","92091.33333","521349","762144.3333","157483","91490.5","278560.5","294756","482785.6667"
"86.0964188108605/225.559702974491","5787444","5636036.667","3892128","5447162.333","6301132","12329038.67","7827766","7655088","7624897","4285129.333"
"86.0964461032768/48.632693182622","84710660","65143785.33","143285088","87063406.67","119136730.7","32421124.33","52706028.67","55196499.67","63519280.67","72138605.33"
"86.5177270537164/41.6908258422125","640943.6667","257675.6667","930407","372978.6667","848315.3333","321355.3333","3165955","251292","506653","676766.6667"
"86.5177302401121/133.17528364964","3045334.333","2878745.667","2971359.667","2583302","2415290.333","2568605.333","2113976.5","2546518","3117597","2944893.333"
"86.9554993597382/276.186386222631","285120.6667","259225.3333","8595.333333","361094","570944","256366.6667","778455.5","347004.3333","263947","193360"
"86.9556733776934/146.480361849569","2061702.333","1973121.667","1051242.667","1807785","1976728","2342204.667","1502669","1841147.333","1537983.333","1484859.333"
"86.9557567017319/19.2844332609162","64284.66667","86136","96615","706060.3333","86415.33333","95408.33333","57352.5","68247.66667","64175.33333","86452.33333"
"86.9639833488759/129.393819635376","1446289.333","1230747.667","924344.3333","1543507.667","1357834.333","992256.5","122718.8333","1501015","122718.8333","4859414.5"
"87.0552994261642/83.4040022055353","3971964.333","2974049","2739081","4026674","4295571.333","1553325.667","2826120","1299202","1115613.333","4016341.333"
"87.0804854388574/106.368479056623","1398540.333","1688313.667","1100674.333","1060642.333","1233855","1645992","5022513.333","1767508.333","1649611","1734281.333"
"87.0934730174358/46.5289205453345","329925.5","218622.3333","422977.3333","254449.3333","548378","122718.8333","122718.8333","310859","159989.5","1164713.333"
"87.0998190298869/49.3901706090967","5779378","4232264.333","9582496.667","5904660","8225698.333","2341264.667","3802101.333","3599477.667","4492001","5123655.333"
"87.9426814547373/138.131466612902","2104024.667","2134842","2352696","2343121.667","1972889.667","2186065.667","2443612.333","1348652.333","1279282.333","1373061"
"87.973674864835/145.990450348187","1758539.333","1477385","2470482","1120551.333","1375780","1345489.333","122718.8333","1432549.667","1615322","1577638.333"
"88.021555553358/190.230810770136","8498345.333","7036920.333","31692019.67","8026625.667","9298975.667","4891125.333","14879664.67","9987834.333","12738216","16665900"
"88.0393335819434/105.170241656666","7245024","5601933.333","5610886.667","6001544.667","7570777.667","4514358.667","17344667","4298894.667","3608228.667","4731063.667"
"88.0631080950494/86.3797876479539","23688293.33","24322367","76270975","23528751.33","23683283.67","11145098","22255132.67","22312865.33","23670664.33","29884294.33"
"88.0757034521673/230.906802675193","48405496.33","127222208.7","20888290","118948586","78247440.33","167381239","81056292","107075986","11488342.33","85137500.67"
"88.0757082617287/172.349302060859","27837632","157758987.7","11294100.67","8023639.333","9667152.333","7373957.5","33749927","11629651.33","10214199.33","45807754"
"88.3575457086612/136.94718114091","4806515","1202129.667","1041846","1201359.667","1443219","613047.6667","6828455.5","1027695.5","1654198.667","1955409"
"89.0249112107213/57.4868067581237","1349680.667","1680768","1358667","2000307.667","1269003.667","536290.3333","2365001","1311143","1807138.333","1723509.667"
"89.0249143293055/175.268008616769","570021.6667","213170","808300","292227.3333","536398","272383","459382.3333","653976.6667","414094","317813"
"89.0293639248993/172.697212518952","1407209","1353801.333","7435680","1658509.667","1843059.667","654360.3333","3051124.333","1988677.333","2485320.667","3969983.333"
"89.0382486350421/174.744680073482","50906114.67","44569121.67","176241131","49352847.33","53744842.67","29927948.33","92191152","59912441.67","75033578.67","98451912"
"89.0419381996243/76.1821534478647","10618271","9937263","10116421","10542909","16488417","3249561.667","3092738.667","5720335.667","6306939.333","6743251"
"89.1073323927723/84.3218351874602","29925991","24906239.33","32560202","21767177.33","42103268.67","7436933","13464468.33","12207989","15338631","16105743.33"
"89.4653709626159/265.528003209704","28997","122718.8333","503599.3333","569888.5","697268.5","514720.6667","2746654","515185","858873.6667","1328078.667"
"89.4653890705765/200.823071770574","318973.5","122718.8333","1493728.333","478864","791440.5","780050.6667","3305000","469400.6667","1774195","1835536.667"
"89.4663897529691/110.975265548124","802794","1670136.667","8630781.5","2730862.5","677329.5","2291429.667","122718.8333","1276197.5","5013837","3856333.5"
"89.5067808040141/112.247905960162","12431602.67","8241700.333","6306002","11827497","6549577.333","80919584.67","2695253.333","8649979.333","628980.6667","4250679"
"89.5099968839572/276.789230472833","1273538.333","663769.6667","1244805.333","686652.6667","763480.3333","1054407.667","122718.8333","1280642.5","1878778.5","1640294"
"89.5100318303275/122.54302485739","12411","137240.5","11631","122718.8333","11419.5","431515.6667","122718.8333","122718.8333","122718.8333","1791028"
"89.5379618761227/176.03994015071","1441308","1159007.5","1118938.333","374946","568608.3333","662099.5","510107","526420.3333","521934","515187"
"89.5399462231937/174.615351027158","2959418","2633359","11282756.67","3101157.333","3423624","1616639","5111556","3556004.333","4157534","6087752"
"90.0282392275155/137.605649974037","2160679.667","2244352","2495744","2151144.667","1901997","3937540.667","2931536","3083215.333","6083453","1929774"
"90.0361743663453/174.601273274815","1497445.667","1450648.333","7237515.333","1723322.333","1825991","542754.5","3290544","1694007","2514075.667","3787661"
"90.0549902934047/68.2822564651166","122913020","115354041.7","289294672.3","116459312.7","149449575","58353245","124721814.7","73190066","95741555.67","117402586.7"
"90.1107288831015/82.134463879955","1579744.667","1031980","1015842.333","960277.3333","2045807.667","631955.3333","9710604","301789.3333","345773.3333","735262.6667"
"90.2896098417911/274.512264070564","122718.8333","122718.8333","789171.6667","702576","413722.3333","122718.8333","122718.8333","262563.6667","264853.6667","168787"
"90.289682293613/133.584979524367","122718.8333","122718.8333","2189077","2663884.667","2011331.333","122718.8333","4130614.5","2027739.333","2789530.667","1657466.333"
"90.2958436424144/272.42311815586","265649.6667","697061","553409.6667","629465","511106.3333","810218","3132158.5","741540.3333","674655","596480"
"90.295901676764/143.679600506291","2129258.667","4013178.333","3362805.667","1773095","2541557","3234832","11560917.5","2602566.667","2046682.5","2555558.667"
"90.2959748766434/21.8759894017817","32421","1182368","41564.33333","1131056.333","806265","64732","4198078","72025","2017274.5","871456"
"90.5139106671322/90.9225444682909","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","238573507.5","122718.8333","122718.8333","122718.8333"
"90.5203531006658/264.617106736098","1004373","1979978.667","1746738","1084600","804051.6667","1287924.667","861514.5","445111.5","681393","122718.8333"
"90.5206191654871/136.469637168026","5605904","5229752.667","3006392","4735338.333","6347347","3074974.667","4611765","3416623","4244391.5","122718.8333"
"90.5312589506411/140.746795924679","7356363","5934612.333","6063414.5","6763725","5138898.667","5838636.333","122718.8333","122718.8333","7228325.5","122718.8333"
"90.5315547095888/276.825175870608","1597282.5","1840142.5","1117683.5","1953944.667","623699.5","1913337.667","122718.8333","122718.8333","1691890","122718.8333"
"90.7388320502105/76.2601386846705","122718.8333","122718.8333","7129209","1534411.333","122718.8333","122718.8333","122718.8333","5538197.333","122718.8333","2829160"
"90.7450357119961/69.0529198207693","122718.8333","8534790.5","122718.8333","122718.8333","122718.8333","122718.8333","17185958.67","3660539","122718.8333","122718.8333"
"90.7566658293774/139.475354525486","2502619.667","3123461.667","2852641","2591304.667","1977357","2260095","8959772.667","2011581","2106925.667","3060347.333"
"90.7567217157552/271.896770740825","507637","829325","6918.666667","702443","376645","131193.6667","4566148.5","373469","1326511.333","511170"
"90.7567988574676/21.8469662309359","4478.5","122718.8333","28241.66667","44975.5","122718.8333","122718.8333","122718.8333","76727.66667","122718.8333","122718.8333"
"90.7630156640441/136.053190826738","122718.8333","122718.8333","2215733.667","2770002.333","1591327","12883383","2097949.5","2004139","1183801.667","1872176.667"
"90.763030844403/279.934384212925","122718.8333","122718.8333","649152.6667","659947.3333","553046","122718.8333","1225181.5","732959","680359","174695"
"91.0243834571624/187.452812402146","122718.8333","122718.8333","15583925.5","122718.8333","34759083","122718.8333","122718.8333","122718.8333","14843746","122718.8333"
"91.0542291133118/42.7227261536276","9396445.667","10540661.67","12134285.33","12535822.33","13119264","7339086","8302053.667","9352220.333","8917499.333","9257262.667"
"91.0583301802625/70.1233205331495","2904822","2763989.333","14291013.67","2721834","4125654.333","1278707","26538220.67","2000826.667","2596373.333","3172827"
"91.3078131109236/132.001920797402","1505036.667","1826965.667","4308568.333","1213614","925192.6667","1267063","122718.8333","4386351.667","122718.8333","122718.8333"
"91.4423012783206/103.462144427746","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","143915982.5","122718.8333","122718.8333","122718.8333"
"91.5220470294769/134.264625632701","2458638.5","3250748.5","122718.8333","1792567","1273317.5","1159632","122718.8333","122718.8333","122718.8333","122718.8333"
"91.5255078675576/137.016101452792","5490580","4681759","122718.8333","3299993","2288393.667","4321653.667","122718.8333","122718.8333","2287485","2237991.333"
"92.0256039311104/138.459379294148","1927626.333","1626317","1735438","1365321.667","1658103.667","122718.8333","122718.8333","1937560","122718.8333","2716267.5"
"92.2789178652471/67.6775640305237","2093168.333","3135140","3037160.5","929475.3333","3510066","1918789.333","122718.8333","3100177.333","8653350","122718.8333"
"92.5034539749651/91.1220772013242","122718.8333","1348747","155390.3333","463464","680597.3333","846822.3333","122718.8333","16998.5","14760.5","24311.5"
"92.5035057176443/22.9455006396433","641832.3333","80493.33333","151769.3333","1312013.333","89777","1241030.667","122718.8333","63508.66667","56932.33333","360004.6667"
"92.5222967188903/149.392485781621","68489178.33","67069376","69592656.33","57086516.33","61781850.67","63608885","50376875.67","53458218.33","54940041","54920223.67"
"92.5404636154247/106.895765465487","1310214.667","862803","3433143.667","1028652","3486749","2142921.667","13727108.5","2661765","2955764.5","4534972"
"93.0199965113838/131.393247324224","1631865","1814663","122718.8333","2311290","2478910.5","2401019.667","122718.8333","122718.8333","2292770","122718.8333"
"93.0388043369147/105.46092843611","1377408.333","122718.8333","122718.8333","122718.8333","2166526.5","2571486","122718.8333","5937623","4340281.667","122718.8333"
"93.0698464687374/243.564385104677","966646.6667","993367.3333","1103162","817300","559413.3333","820213","5080559.333","1801172.333","2029741.667","633388.3333"
"93.0699069327689/33.6536576964454","2934842.667","3753008.333","3988419.333","2778438","4433343","3466188.333","14701912.33","2488169.667","2090421","3022447.333"
"93.0700083134759/102.289820032829","655085.6667","899303.3333","1203101","749755.6667","1093310.667","717802","62137492.33","691600","1394649.667","940723"
"93.1901714156486/147.020636480933","2092497.333","1917344.667","1213793.333","1362213","1734163.667","1972859.667","122718.8333","1572286.333","1365956.667","1274073.333"
"93.2812439712207/281.053410514287","260203.3333","757591.3333","1004476.5","515898.6667","418517.6667","407525.3333","122718.8333","749491.3333","309931","61457.5"
"93.7949699758544/113.54553819079","122718.8333","122718.8333","4325242","1376719.667","860250.3333","122718.8333","6420348.5","2853335.667","3095110.667","3548692.667"
"93.8013717816183/116.725607496484","2768889","2404896.667","4704142","1486086","7162876","4301738","26015475.5","1897703","2711590","4156723.667"
"93.9841047854983/129.755457704383","1128797.333","1020885.667","1494404.333","776944.6667","729738.6667","826258.6667","834600.6667","1075561.667","776037.3333","1167849.667"
"93.98411135507/277.164603324136","730534","906720","181455.3333","660520","507958.3333","663936","10103261.33","122718.8333","122718.8333","122718.8333"
"94.0510200308734/111.342787111799","2522869.5","2381431.333","8935791","3086312.333","3113286.667","4258751.5","30624784.67","5254861","8403430","9440987.667"
"94.2893868404083/112.177878107606","2650413","2174368","3932676","2249804.333","4056540.333","3127733","26811211","2683559.333","2651121.333","3291431.667"
"94.5151304572594/280.74552333594","707358.3333","178982","122718.8333","1381685.5","540740.5","122718.8333","122718.8333","122718.8333","1696001","122718.8333"
"94.5151601548833/133.493239025311","2152459","1960779.5","122718.8333","1520334","1546250","122718.8333","122718.8333","122718.8333","1501347.5","122718.8333"
"94.5284668701983/110.268562925916","6607812.333","1018201","3301933.333","2699131.5","779988.6667","1546790","24433139.33","2153920","2836367.667","4536430.667"
"94.5624869755435/111.066550655459","1180861.333","1173369","3462796","7526570","647251.3333","963932","5342511","2119780.667","2806590.333","3627856.667"
"94.5915164959784/81.0951542063455","844278.3333","717758.3333","3617637.667","828028","2256909.667","770074.5","23567178.5","1000578","1124130","1879084.667"
"94.9296263171166/46.4287857599847","122718.8333","122718.8333","5071658.5","122718.8333","122718.8333","1683328.333","122718.8333","254551.5","447267","122718.8333"
"95.023986501335/255.281157569605","2337197.333","1022502.333","1218483","1077058.667","895432.3333","998033.6667","2413181","1760372.667","1279936.667","1288020.333"
"95.0240082174566/80.6029644695667","1634703","1440640","1128586.667","1812388.333","1186311.667","732181.6667","3549441","625207.3333","768746","171363.6667"
"95.0267431459666/111.455209937429","958184.6667","964795.6667","3685657.333","896783.3333","1016349","1615661","35149154","2329961.333","3157910","4422250"
"95.0488991805766/70.8749864856101","6484177.667","8050167.667","5052487.333","8297629","9250138.333","6361945.667","18036171.33","8087157.667","2659265.333","4002407.5"
"95.0603476275592/31.7040704918593","130623.6667","185844.6667","89179.66667","243404.3333","1030189.333","660043.6667","259617.3333","775356.6667","1044156.667","131255.3333"
"95.5229635221843/41.5980376341317","1001259.333","425722","1285704.333","585512","1227069.667","253690.3333","500814","370567.6667","423396.3333","442415"
"95.5229660321685/141.610514691645","2975911","2849965","2799130.667","2192125.667","2887977","2379353","122718.8333","1916968.5","122718.8333","122718.8333"
"95.5229961551251/275.292460754402","1461767","946788","647915.3333","1538542","780297.3333","638065.5","122718.8333","1095025","122718.8333","122718.8333"
"96.0472053896034/110.682054247219","1403232.667","852736","3217955","1431120.333","1053332.333","1894336","19038295.67","2352677.333","2555112.667","2402418.333"
"96.0687916246262/281.975810738266","1501891.667","2161152.333","1399786","2955294.333","3096857.333","2644006","1835453.667","1859200.333","1647291","1737150"
"96.0807950499214/201.318384145909","660206.3333","1246773.667","543135.6667","708295","544116.3333","782619","1532595","280760.6667","314459","162341.5"
"96.5148208024758/279.450731764855","784824.3333","1312168.333","122718.8333","898288.6667","926186.3333","943167","122718.8333","1829660.333","1179826","1441744.5"
"96.9719187134879/20.7588527174686","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","243653.5","122718.8333","122718.8333"
"97.0284238959639/73.3266897363824","716514.6667","1032628.667","645105","1835735","1891664","419228.3333","6322216.333","212614","1223163","210126"
"97.0284663567958/157.247283352674","1580425","1547637.333","1927063","1323925.333","1408786","281319.6667","122718.8333","666564.3333","561719.6667","1543001.667"
"97.0760436290142/215.509697698517","638820.3333","467090","13519.66667","612876.3333","585336.6667","521925.3333","2010311","642116","352837.5","369236.5"
"97.076048906601/94.9973416194035","281809","485475.6667","1499854","119427","54674","15603.5","6396065.667","206509.5","62129","23084.5"
"97.1012391163768/20.4833041114351","212258.6667","214069.3333","249032.6667","213110.6667","109977.6667","186214.6667","13175657.33","218074.6667","182103.3333","111481"
"97.1012702745431/218.792896981956","815033.3333","751232","564883.3333","767168.3333","621211.3333","215583.6667","122718.8333","205390","708794","375412"
"97.5143210500728/250.032884599204","1746948.667","813655.6667","865288.3333","1031791","1104510.667","1164281.333","8717842","748079.6667","460756","570729.3333"
"97.5336440858536/144.664855232036","3139096.333","3744896.333","2834967.667","2355149","3113432.667","3742685.667","11906792.67","3307888.333","2175487","4026596.333"
"97.5336589315925/265.348955855387","1018986","2246375.333","609857.3333","566981.3333","907998.3333","859016.6667","22332813.33","502251","704828","398222.3333"
"97.7775669464078/226.645835411126","122718.8333","122718.8333","2084606.667","474202","148028","122718.8333","4651384","831165.3333","839365.3333","1605211.667"
"97.9734786774475/279.274382024346","696902.6667","613662.6667","8678.333333","582878.6667","907391","687037.6667","122718.8333","739215","77384","258753.3333"
"97.973499508891/130.411835282619","1932418.333","2979709.667","2455500","2339834.333","2296590.333","2290597","122718.8333","2673148.333","2156040.667","2465045.333"
"97.9913528195963/187.777417643873","474032201","405396380.7","448515145","376172747.7","287676831","292320206.7","306405436","320951283.3","393611672.7","356109647.7"
"98.009206214576/132.344988458983","2931714.667","2692207.333","2804267.667","2269795.333","2226504","2613906.333","2785737.333","2013715","2055601.333","1943035"
"98.0093112821813/282.198865615216","489403.3333","250565","56382","473611.3333","595684.6667","904510.3333","1023010.333","359203","166651.3333","231076.5"
"98.060068634065/60.843830758094","1151358.333","1180553.333","4171474.667","1180711.333","1246161.667","502973.3333","2246055.333","850214.6667","886984","1556652.667"
"98.0964080827053/205.838711224809","2618079.333","3989580.667","2883643.667","2062642.667","2955363","3866657.667","5763860.667","3261354.667","2027352","3451210.667"
"98.0964189054742/257.134532402362","1420320","5487105","1193976.333","2231247.667","1301586.667","3499781.667","5718590.667","2132772","2039107.667","2832035"
"98.3110769077939/95.4190935060189","122718.8333","122718.8333","1162278","1782072.333","1460617.667","122718.8333","9999447","1792076.667","1802002.333","1894216.333"
"98.5120716329636/96.0093081751803","32380917.33","6907770","2506272.333","5588262.667","5743644.333","125425761","6458674.333","10243368.33","122718.8333","1458538"
"98.5120895722921/219.275208188834","39238250.33","7608786.5","37764089.67","7339653","122718.8333","41289330.33","11361974.67","16205819.67","15265288.67","25476007.33"
"98.5181266837545/190.380947804666","1616727","787063","5117710.333","2023724","2370739.667","577151.6667","122718.8333","1775359","2191239","3301153"
"98.5794505210421/98.8889279060948","3528698","844411.3333","498920.3333","1099126","1132449.667","122718.8333","35645499.33","1665083","800616.3333","972925"
"98.5794531028062/233.926391683199","122718.8333","260440.6667","1547670.333","314129","1021882.333","122718.8333","14005479.67","772159","2101157.667","1725461"
"98.7211582696782/161.99303106932","12429943","49528695.33","4870214.333","11237739.67","6067042.667","6802682","103383866.7","6687752","6748340","4070680"
"98.721164290326/244.134026489549","2114576.667","1813744.333","6595460.667","3723798","1105343","2319707","81572276.33","5193082","10058371.33","7584753.667"
"98.9450852420587/94.0232793122901","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","2645333","122718.8333","122718.8333","122718.8333","122718.8333"
"98.978079149657/223.418074086201","9372874.667","8144183.333","13055727.67","6488259.667","8441555","7133359.333","154847005","13154457.33","10897321.33","17563670.33"
"98.9865828094624/132.51657053743","122718.8333","122718.8333","6474230.333","3899903.333","3251119.667","8805361","122718.8333","5873373","122718.8333","122718.8333"
"98.9868061630096/256.577586619509","122718.8333","122718.8333","2414069","1486988.667","1126343.5","1893128","122718.8333","2031983.667","122718.8333","122718.8333"
"98.9946281200182/273.451133223595","2164703","3774768.333","5427498.667","2147025.333","2262079","3903971.333","1632517","2891430.667","9117327","5258225.333"
"99.0203240047941/95.7993550566593","2365306.667","3252264","2559383.5","2033179.5","2275791.333","122718.8333","3908250.5","3990251","6039657.333","122718.8333"
"99.0439740704522/267.195271702325","2968408.333","5476638.5","5257636.667","7073976.5","7468626.667","4746114.667","2101765.5","1648167","3025789","2434785.333"
"99.0439942029808/212.657081586309","3814738","5736667.333","2917867.667","5973135.5","2661189","3483117","2799330","6427672","2495120","3987109"
"99.0486529724473/96.7179126798464","122718.8333","840708.6667","1568466","1384687","122718.8333","1213587","7806085.333","496618","122718.8333","1084321.333"
"99.0487291542578/217.943379452621","122718.8333","298880","1085016.667","618922","122718.8333","1008586","4279595.667","389500","122718.8333","818328.3333"
"99.0566121237782/240.670950407323","630041.6667","579393.6667","1109742","683465.3333","1142580","1069728","3332815.667","844287","981065","953003"
"99.0916360631096/28.3649078114489","8230615.667","304190","180397","287582.6667","371745.3333","354710.3333","29007209","208720","209059.3333","251683.3333"
"99.1196489346924/221.973818932958","491196","202053","992698.6667","570460.6667","484667.6667","664185.3333","2768270.667","728424.6667","629580","728018"
"99.3911962062634/95.8100884244387","122718.8333","2280731.5","3055102.667","1877480.333","2038608.333","122718.8333","57416061","1876779.667","1951267","1962078.333"
"99.5123573155918/221.778958500439","18435618","13471226.33","58325725","122718.8333","12111292.67","33185253","563894200","22315167.5","43666301","29668608.33"
"99.6642259935665/92.3355850325176","122718.8333","122718.8333","2529248.667","1719069.667","1472981.333","122718.8333","12600671","2516264","2153938","1177570"
"99.8447855543091/232.225492387602","122718.8333","443507","122718.8333","4490.666667","122718.8333","122718.8333","862279","7277.5","6748","122718.8333"
"100.028750637525/158.058044863313","54708137.33","40614600","34827141","33337496","28805839","46513854.33","37315862.67","23168142.67","26873044","24682122.33"
"100.039063299151/259.498889095538","1122181.667","1215051","1267390.5","580039","494397.6667","777958.3333","85801445.33","661424.6667","122718.8333","122718.8333"
"100.039077513994/174.763846549209","852095.5","99396.66667","14514","658167.6667","372048.3333","798483","276042880.5","579785.6667","122718.8333","122718.8333"
"100.039136002365/112.141619308293","122718.8333","815632","28816","12671","364558","22116","377610948","485184.5","122718.8333","122718.8333"
"100.083816865286/37.2873219124821","166878.6667","161402.3333","235247","173432.6667","125866.3333","625711.6667","139709","213648","110623","98118.5"
"100.093576109532/232.986172678361","4075355.667","4212152","2569132","4044910","4061332.333","4380705","2449728","3765475.333","2368728.667","2606572"
"100.093844926352/34.1878723094525","1204335","1128339.667","740225.6667","773761","1171562.333","1207925.333","6954362.667","802762.6667","838322.6667","768299.3333"
"100.112040096785/94.8606697707116","191622528.3","302742860.3","69494291","115509383.7","187560768.3","132121745","108625482.3","197034311.7","111838063.3","29233672"
"100.130627469889/222.959378407676","4785475.667","3856677.667","1957552.333","2613141.333","2754249.667","3975159","2355333.667","3493638.333","2747850.333","845406.3333"
"100.213163828212/223.46860156","122718.8333","849180.5","959701.6667","484407.3333","1185438.5","122718.8333","4820612","999953.3333","559013.6667","786979.6667"
"100.380548906074/19.6721274792043","122718.8333","96045.5","420583.6667","150496","98436.66667","122718.8333","122718.8333","581877.6667","61797","67954.33333"
"100.530428367972/269.171465109044","1135569.333","665914.6667","222753","684521.6667","290703.6667","1006857.667","122718.8333","111995.5","549234.5","94897"
"100.530432783781/135.231057857983","2930583.667","2766058.667","3309653.667","2563458.667","2215381","3647253.667","122718.8333","2829415.333","2968615.333","1893867.333"
"100.982096894222/128.106120633339","1820283","2012243.5","1913832.333","2055362.667","2133400","122718.8333","122718.8333","122718.8333","3359428","122718.8333"
"101.024919436187/39.3359397465329","1438818.333","336504","11380153.33","2319522.667","5584785","364799.6667","1064138.5","2430048.333","2910614.667","4930609.667"
"101.02516159974/110.624625032986","1056042.667","718237","3208591","773814","1136152.333","737226.3333","8013956","1793484.667","2708156.667","3220517"
"101.096150111041/247.391410558428","2948166.333","1825578.667","1652826","2175169.333","2718612","2913121.667","3594499","1707200.667","2635475.667","1591193.667"
"101.107347546874/89.7726999412703","681344.3333","122718.8333","1172749","122718.8333","122718.8333","122718.8333","6036837.5","122718.8333","497248.5","98396"
"101.109105468945/240.859323197333","1806597.667","1376946.333","474134","2579784.667","1570262.667","2058383.333","122718.8333","2360753.333","884742","1593139.667"
"101.115467858993/190.234129155456","28406003","38424923.33","4575283.667","65738241","36323349.33","26287998","39812258.67","19139317.67","32604052.5","35637571.5"
"101.199252371516/51.6184689967117","884696.6667","659399.3333","945133","751916.6667","494701.3333","342836.3333","535009.5","502597.6667","373387","483307.6667"
"101.527598970162/22.5814092386241","109305.6667","153935.6667","95566.33333","151879.6667","164607.6667","106751","104341.5","245189.3333","284459","74447.33333"
"101.751210871939/283.804457902815","122718.8333","1288678","801092","927144","628781","122718.8333","336631","674647.6667","806159.6667","682898.6667"
"101.751249484692/139.397617763749","122718.8333","4280491.5","5049277","5530813","3488532.667","122718.8333","7997919.5","4235067","3959183","3569423.667"
"101.758718685234/151.232869521917","3923783","6867252.667","3069989.333","4241098","3401425","3723927.333","22383148","3904237","3128835.333","4028800"
"101.758734149198/275.504476375844","1211437.333","1668399.667","1153530.333","1301713.333","812116.6667","843732.6667","2830741","506763","522996.3333","811904.6667"
"101.976929041049/105.368966051728","1092029.333","1289315.333","5267321.5","1156152.667","936930","1840213","34776209.5","1666877","772766.5","122718.8333"
"102.025219874427/133.972892306216","7708781","6435032","4276209.5","5488585","5050678","4691026","4416861.5","122718.8333","5335947","4360654.5"
"102.036830390263/143.53455905798","1925139.667","1732221.5","122718.8333","2070204.5","122718.8333","3010183.5","932031","122718.8333","122718.8333","122718.8333"
"102.042138636865/144.499099317896","4861522.333","6120154","6684745","4913826.333","4798545.333","5312610.333","9215472","122718.8333","3760461.5","2234082.333"
"102.045251988097/81.3898698781449","2330258.667","2448133.333","3689966.667","2854267","4437971","893169.6667","1571027.667","2064469","2289393","3115174.333"
"102.04528209801/131.556759065112","3560619.333","3064077.333","4317456.667","3317904","3481465.333","3043785.667","3282026.667","3520910.333","3262754.667","2456642"
"102.12772960775/78.4394818109014","6238177.667","6950006.333","5071915.667","5745187","3442526","9199474.333","3581314","3765689","1988315","3734384.667"
"102.155075644493/49.7719961376817","2603973.667","2819349","4387832","2971662.667","3630399","1148895.667","2533928.667","2058442","2358907.667","3223424.333"
"102.178885516032/70.4902060711707","2451601","1421215","2495544","2585754","2053224.667","2343088.333","4847801.333","2458060","4165659.667","3412102.333"
"102.179053237296/269.751899953191","408709","1493399","172056","676729.6667","407966.3333","201401.6667","122718.8333","810374","798319","869752.3333"
"102.310058786797/150.881312213411","4732634.333","6268016","4470644","4404700.667","3399235.667","3872476","17734954.33","4146500.667","2702431.667","3355569"
"102.310088318365/274.898632457625","878412.3333","1908369","1278806","1156311","1116047","694667.3333","2613219.333","658343.6667","560414","1088136.333"
"102.317665430716/136.278412031515","729759.5","3792132.5","5664568.667","4961966.333","3767166.667","122718.8333","13785918.67","4527091.333","4232688","3175774"
"102.317909191706/279.396334425842","122718.8333","122718.8333","1481128.333","1527027.667","301144.6667","122718.8333","510997.5","1479461.667","962435","500640.6667"
"102.516325979159/279.013542683468","479072","526621","122718.8333","284472.3333","597600.6667","374935.6667","122718.8333","8564.666667","8317","1715677.5"
"102.516337536783/131.331027999906","2959644.667","2710777.333","1848243.5","2251392.667","2453562","2235682.667","122718.8333","2233611.333","1887823","3211166"
"102.532372699961/183.485037572611","75402273","55027006","65892457","69390995.67","82356315","73147873.33","61225625.67","60216147.67","53305690.67","51501177.67"
"102.554625683478/133.679287852717","2865941","2711378","2486343.5","2486399.333","2649847","2485891.667","122718.8333","1944133.667","2039820","2418599.5"
"102.970245907903/133.500514557649","2425770.333","2600388","2327125","2297879","2497255","2085454.333","2093464","2012162","1804831.333","1574369"
"102.970274946205/280.903152086686","639032.6667","607250.3333","207753.6667","705255.6667","679728.3333","491869","122718.8333","228355","56688.66667","49268"
"102.970355085095/20.9405699633061","1026743.667","65091.33333","62479.33333","101883.3333","104704","638662.6667","28988588","90246","154885.3333","111938.6667"
"103.038960969745/84.5711416115301","1607293","1554590.667","4147226.667","2055595.667","1773580.667","1654850.333","1165899.333","3248093","2348746.333","2149272.5"
"103.054228202735/50.1027522432094","15410035.33","13904928.67","23261105","15955057","20700554.67","5855459.333","10138093.33","9120246","9861268.333","10745179.33"
"103.058276241089/255.370694390036","923308.3333","197912.3333","408326.3333","622393","691849","777619.5","122718.8333","1387447.667","122718.8333","1183658"
